fn_1_0 = .text:0x00000000; // type:function size:0x60
lbl_1_rodata_B1F8 = .rodata:0x0000B1F8; // type:object size:0x10
lbl_1_rodata_B208 = .rodata:0x0000B208; // type:object size:0x4 data:string
lbl_1_rodata_B20C = .rodata:0x0000B20C; // type:object size:0x4 data:string
lbl_1_rodata_B210 = .rodata:0x0000B210; // type:object size:0x4 data:string
lbl_1_rodata_B214 = .rodata:0x0000B214; // type:object size:0x4 data:string
lbl_1_rodata_B218 = .rodata:0x0000B218; // type:object size:0xC
lbl_1_rodata_B224 = .rodata:0x0000B224; // type:object size:0xC
lbl_1_rodata_B230 = .rodata:0x0000B230; // type:object size:0x10
lbl_1_rodata_B240 = .rodata:0x0000B240; // type:object size:0x10
lbl_1_rodata_B250 = .rodata:0x0000B250; // type:object size:0x10
lbl_1_rodata_B260 = .rodata:0x0000B260; // type:object size:0x10
lbl_1_rodata_B270 = .rodata:0x0000B270; // type:object size:0x10
lbl_1_rodata_B280 = .rodata:0x0000B280; // type:object size:0x10
lbl_1_rodata_B290 = .rodata:0x0000B290; // type:object size:0x10
lbl_1_rodata_B2A0 = .rodata:0x0000B2A0; // type:object size:0xC
lbl_1_rodata_B2AC = .rodata:0x0000B2AC; // type:object size:0xC
lbl_1_rodata_B2B8 = .rodata:0x0000B2B8; // type:object size:0x10
lbl_1_rodata_B2C8 = .rodata:0x0000B2C8; // type:object size:0x10
lbl_1_rodata_B2D8 = .rodata:0x0000B2D8; // type:object size:0x10
lbl_1_rodata_B2E8 = .rodata:0x0000B2E8; // type:object size:0x10
lbl_1_rodata_B2F8 = .rodata:0x0000B2F8; // type:object size:0x10
lbl_1_rodata_B308 = .rodata:0x0000B308; // type:object size:0x10
lbl_1_rodata_B318 = .rodata:0x0000B318; // type:object size:0x10
lbl_1_rodata_B328 = .rodata:0x0000B328; // type:object size:0xC
lbl_1_rodata_B334 = .rodata:0x0000B334; // type:object size:0xC
lbl_1_rodata_B340 = .rodata:0x0000B340; // type:object size:0x10
lbl_1_rodata_B350 = .rodata:0x0000B350; // type:object size:0x14
lbl_1_rodata_B364 = .rodata:0x0000B364; // type:object size:0x14
lbl_1_rodata_B378 = .rodata:0x0000B378; // type:object size:0x14
lbl_1_rodata_B38C = .rodata:0x0000B38C; // type:object size:0x14
lbl_1_rodata_B3A0 = .rodata:0x0000B3A0; // type:object size:0x14
lbl_1_rodata_B3B4 = .rodata:0x0000B3B4; // type:object size:0x14
lbl_1_rodata_B3C8 = .rodata:0x0000B3C8; // type:object size:0x14
lbl_1_rodata_B3DC = .rodata:0x0000B3DC; // type:object size:0x14
lbl_1_rodata_B3F0 = .rodata:0x0000B3F0; // type:object size:0x14
lbl_1_rodata_B404 = .rodata:0x0000B404; // type:object size:0x14
lbl_1_rodata_B418 = .rodata:0x0000B418; // type:object size:0x14
lbl_1_rodata_B42C = .rodata:0x0000B42C; // type:object size:0x14
lbl_1_rodata_B440 = .rodata:0x0000B440; // type:object size:0x14
lbl_1_rodata_B454 = .rodata:0x0000B454; // type:object size:0x14
lbl_1_rodata_B468 = .rodata:0x0000B468; // type:object size:0x14
lbl_1_rodata_B47C = .rodata:0x0000B47C; // type:object size:0x4 data:string
lbl_1_rodata_B480 = .rodata:0x0000B480; // type:object size:0x4 data:string
lbl_1_rodata_B484 = .rodata:0x0000B484; // type:object size:0x4 data:string
lbl_1_rodata_B488 = .rodata:0x0000B488; // type:object size:0x4 data:string
lbl_1_rodata_B48C = .rodata:0x0000B48C; // type:object size:0x14
lbl_1_rodata_B4A0 = .rodata:0x0000B4A0; // type:object size:0x14 data:string
lbl_1_rodata_B4B4 = .rodata:0x0000B4B4; // type:object size:0x14 data:string
lbl_1_rodata_B4C8 = .rodata:0x0000B4C8; // type:object size:0x8
lbl_1_rodata_B4D0 = .rodata:0x0000B4D0; // type:object size:0x14 data:string
lbl_1_rodata_B4E4 = .rodata:0x0000B4E4; // type:object size:0x14 data:string
lbl_1_rodata_B4F8 = .rodata:0x0000B4F8; // type:object size:0x8
lbl_1_rodata_B500 = .rodata:0x0000B500; // type:object size:0x14 data:string
lbl_1_rodata_B514 = .rodata:0x0000B514; // type:object size:0x14
lbl_1_rodata_B528 = .rodata:0x0000B528; // type:object size:0x4 data:string
lbl_1_rodata_B52C = .rodata:0x0000B52C; // type:object size:0x4 data:string
lbl_1_rodata_B530 = .rodata:0x0000B530; // type:object size:0x14
lbl_1_rodata_B544 = .rodata:0x0000B544; // type:object size:0x8
lbl_1_rodata_B54C = .rodata:0x0000B54C; // type:object size:0x8
lbl_1_rodata_B554 = .rodata:0x0000B554; // type:object size:0x14
lbl_1_rodata_B568 = .rodata:0x0000B568; // type:object size:0x4 data:string
lbl_1_rodata_B56C = .rodata:0x0000B56C; // type:object size:0x14
lbl_1_rodata_B580 = .rodata:0x0000B580; // type:object size:0x14
lbl_1_rodata_B594 = .rodata:0x0000B594; // type:object size:0x8
lbl_1_rodata_B59C = .rodata:0x0000B59C; // type:object size:0x14
lbl_1_rodata_B5B0 = .rodata:0x0000B5B0; // type:object size:0xC
lbl_1_rodata_B5BC = .rodata:0x0000B5BC; // type:object size:0xC
lbl_1_rodata_B5C8 = .rodata:0x0000B5C8; // type:object size:0xC
lbl_1_rodata_B5D4 = .rodata:0x0000B5D4; // type:object size:0xC
lbl_1_rodata_B5E0 = .rodata:0x0000B5E0; // type:object size:0x18
lbl_1_rodata_B5F8 = .rodata:0x0000B5F8; // type:object size:0xC
lbl_1_rodata_B604 = .rodata:0x0000B604; // type:object size:0xC
lbl_1_rodata_B610 = .rodata:0x0000B610; // type:object size:0xC
lbl_1_rodata_B61C = .rodata:0x0000B61C; // type:object size:0xC
lbl_1_rodata_B628 = .rodata:0x0000B628; // type:object size:0x18
lbl_1_rodata_B640 = .rodata:0x0000B640; // type:object size:0x18
lbl_1_rodata_B658 = .rodata:0x0000B658; // type:object size:0x10
lbl_1_rodata_B668 = .rodata:0x0000B668; // type:object size:0x18
lbl_1_rodata_B680 = .rodata:0x0000B680; // type:object size:0x10
lbl_1_rodata_B690 = .rodata:0x0000B690; // type:object size:0xC
lbl_1_rodata_B69C = .rodata:0x0000B69C; // type:object size:0xC
lbl_1_rodata_B6A8 = .rodata:0x0000B6A8; // type:object size:0xC
lbl_1_rodata_B6B4 = .rodata:0x0000B6B4; // type:object size:0x10
lbl_1_rodata_B6C4 = .rodata:0x0000B6C4; // type:object size:0x14
lbl_1_rodata_B6D8 = .rodata:0x0000B6D8; // type:object size:0x14
lbl_1_rodata_B6EC = .rodata:0x0000B6EC; // type:object size:0x14
lbl_1_rodata_B700 = .rodata:0x0000B700; // type:object size:0x14
lbl_1_rodata_B714 = .rodata:0x0000B714; // type:object size:0x14
lbl_1_rodata_B728 = .rodata:0x0000B728; // type:object size:0x14
lbl_1_rodata_B73C = .rodata:0x0000B73C; // type:object size:0x10
lbl_1_rodata_B74C = .rodata:0x0000B74C; // type:object size:0x8
lbl_1_rodata_B754 = .rodata:0x0000B754; // type:object size:0x4 data:string
lbl_1_rodata_B758 = .rodata:0x0000B758; // type:object size:0x8
lbl_1_rodata_B760 = .rodata:0x0000B760; // type:object size:0x8
lbl_1_rodata_B768 = .rodata:0x0000B768; // type:object size:0x8
lbl_1_rodata_B770 = .rodata:0x0000B770; // type:object size:0x8
lbl_1_rodata_B778 = .rodata:0x0000B778; // type:object size:0x8
lbl_1_rodata_B780 = .rodata:0x0000B780; // type:object size:0x8
lbl_1_rodata_B788 = .rodata:0x0000B788; // type:object size:0x8
lbl_1_rodata_B790 = .rodata:0x0000B790; // type:object size:0x1C
lbl_1_rodata_B7AC = .rodata:0x0000B7AC; // type:object size:0x1C
lbl_1_rodata_B7C8 = .rodata:0x0000B7C8; // type:object size:0x8
lbl_1_rodata_B7D0 = .rodata:0x0000B7D0; // type:object size:0x10
lbl_1_rodata_B7E0 = .rodata:0x0000B7E0; // type:object size:0x8 data:string
lbl_1_rodata_B7E8 = .rodata:0x0000B7E8; // type:object size:0x8 data:string
lbl_1_rodata_B7F0 = .rodata:0x0000B7F0; // type:object size:0x8 data:string
lbl_1_rodata_B7F8 = .rodata:0x0000B7F8; // type:object size:0x8 data:string
lbl_1_rodata_B800 = .rodata:0x0000B800; // type:object size:0x10 data:string
lbl_1_rodata_B810 = .rodata:0x0000B810; // type:object size:0x4 data:string
lbl_1_rodata_B814 = .rodata:0x0000B814; // type:object size:0x4 data:string
lbl_1_rodata_B818 = .rodata:0x0000B818; // type:object size:0x4
lbl_1_rodata_B81C = .rodata:0x0000B81C; // type:object size:0x8
lbl_1_rodata_B824 = .rodata:0x0000B824; // type:object size:0x8
lbl_1_rodata_B82C = .rodata:0x0000B82C; // type:object size:0xC
lbl_1_rodata_B838 = .rodata:0x0000B838; // type:object size:0x8 data:string
lbl_1_rodata_B840 = .rodata:0x0000B840; // type:object size:0xC
lbl_1_rodata_B84C = .rodata:0x0000B84C; // type:object size:0xC
lbl_1_rodata_B858 = .rodata:0x0000B858; // type:object size:0x8
lbl_1_rodata_B860 = .rodata:0x0000B860; // type:object size:0x8
lbl_1_rodata_B868 = .rodata:0x0000B868; // type:object size:0x8
lbl_1_rodata_B870 = .rodata:0x0000B870; // type:object size:0x8
lbl_1_rodata_B878 = .rodata:0x0000B878; // type:object size:0x10
lbl_1_rodata_B888 = .rodata:0x0000B888; // type:object size:0xC
lbl_1_rodata_B894 = .rodata:0x0000B894; // type:object size:0x10
lbl_1_rodata_B8A4 = .rodata:0x0000B8A4; // type:object size:0x14
lbl_1_rodata_B8B8 = .rodata:0x0000B8B8; // type:object size:0x10
lbl_1_rodata_B8C8 = .rodata:0x0000B8C8; // type:object size:0x10
lbl_1_rodata_B8D8 = .rodata:0x0000B8D8; // type:object size:0x10
lbl_1_rodata_B8E8 = .rodata:0x0000B8E8; // type:object size:0x18
lbl_1_rodata_B900 = .rodata:0x0000B900; // type:object size:0xC data:string
lbl_1_rodata_B90C = .rodata:0x0000B90C; // type:object size:0x18
lbl_1_rodata_B924 = .rodata:0x0000B924; // type:object size:0x8
lbl_1_rodata_B92C = .rodata:0x0000B92C; // type:object size:0xC data:string
lbl_1_rodata_B938 = .rodata:0x0000B938; // type:object size:0xC data:string
lbl_1_rodata_B944 = .rodata:0x0000B944; // type:object size:0xC
lbl_1_rodata_B950 = .rodata:0x0000B950; // type:object size:0xC
lbl_1_rodata_B95C = .rodata:0x0000B95C; // type:object size:0xC
lbl_1_rodata_B968 = .rodata:0x0000B968; // type:object size:0xC
lbl_1_rodata_B974 = .rodata:0x0000B974; // type:object size:0xC
lbl_1_rodata_B980 = .rodata:0x0000B980; // type:object size:0x8 data:string
lbl_1_rodata_B988 = .rodata:0x0000B988; // type:object size:0x8 data:string
lbl_1_rodata_B990 = .rodata:0x0000B990; // type:object size:0x10 data:string
lbl_1_rodata_B9A0 = .rodata:0x0000B9A0; // type:object size:0x10 data:string
lbl_1_rodata_B9B0 = .rodata:0x0000B9B0; // type:object size:0x8 data:string
lbl_1_rodata_B9B8 = .rodata:0x0000B9B8; // type:object size:0x8 data:string
lbl_1_rodata_B9C0 = .rodata:0x0000B9C0; // type:object size:0xC
lbl_1_rodata_B9CC = .rodata:0x0000B9CC; // type:object size:0xC
lbl_1_rodata_B9D8 = .rodata:0x0000B9D8; // type:object size:0xC
lbl_1_rodata_B9E4 = .rodata:0x0000B9E4; // type:object size:0xC data:float
lbl_1_rodata_B9F0 = .rodata:0x0000B9F0; // type:object size:0x8 data:string
lbl_1_rodata_B9F8 = .rodata:0x0000B9F8; // type:object size:0x8 data:string
lbl_1_rodata_BA00 = .rodata:0x0000BA00; // type:object size:0x8 data:string
lbl_1_rodata_BA08 = .rodata:0x0000BA08; // type:object size:0x1C
lbl_1_rodata_BA24 = .rodata:0x0000BA24; // type:object size:0x1C
lbl_1_rodata_BA40 = .rodata:0x0000BA40; // type:object size:0x8
lbl_1_rodata_BA48 = .rodata:0x0000BA48; // type:object size:0x10 data:string
lbl_1_rodata_BA58 = .rodata:0x0000BA58; // type:object size:0x14
lbl_1_rodata_BA6C = .rodata:0x0000BA6C; // type:object size:0x14
lbl_1_rodata_BA80 = .rodata:0x0000BA80; // type:object size:0x14
lbl_1_rodata_BA94 = .rodata:0x0000BA94; // type:object size:0x14
lbl_1_rodata_BAA8 = .rodata:0x0000BAA8; // type:object size:0x14
lbl_1_rodata_BABC = .rodata:0x0000BABC; // type:object size:0x14
lbl_1_rodata_BAD0 = .rodata:0x0000BAD0; // type:object size:0x14
lbl_1_rodata_BAE4 = .rodata:0x0000BAE4; // type:object size:0x14
lbl_1_rodata_BAF8 = .rodata:0x0000BAF8; // type:object size:0x14
lbl_1_rodata_BB0C = .rodata:0x0000BB0C; // type:object size:0x14
lbl_1_rodata_BB20 = .rodata:0x0000BB20; // type:object size:0x14
lbl_1_rodata_BB34 = .rodata:0x0000BB34; // type:object size:0x14
lbl_1_rodata_BB48 = .rodata:0x0000BB48; // type:object size:0x14
lbl_1_rodata_BB5C = .rodata:0x0000BB5C; // type:object size:0x14
lbl_1_rodata_BB70 = .rodata:0x0000BB70; // type:object size:0x14
lbl_1_rodata_BB84 = .rodata:0x0000BB84; // type:object size:0x14
lbl_1_rodata_BB98 = .rodata:0x0000BB98; // type:object size:0xC
lbl_1_rodata_BBA4 = .rodata:0x0000BBA4; // type:object size:0x4 data:string
lbl_1_rodata_BBA8 = .rodata:0x0000BBA8; // type:object size:0xC
lbl_1_rodata_BBB4 = .rodata:0x0000BBB4; // type:object size:0xC
lbl_1_rodata_BBC0 = .rodata:0x0000BBC0; // type:object size:0x4 data:string
lbl_1_rodata_BBC4 = .rodata:0x0000BBC4; // type:object size:0x4 data:string
lbl_1_rodata_BBC8 = .rodata:0x0000BBC8; // type:object size:0xC
lbl_1_rodata_BBD4 = .rodata:0x0000BBD4; // type:object size:0x14 data:string
lbl_1_rodata_BBE8 = .rodata:0x0000BBE8; // type:object size:0x8
lbl_1_rodata_BBF0 = .rodata:0x0000BBF0; // type:object size:0x8 data:string
lbl_1_rodata_BBF8 = .rodata:0x0000BBF8; // type:object size:0x4 data:string
lbl_1_rodata_BBFC = .rodata:0x0000BBFC; // type:object size:0x4 data:string
lbl_1_rodata_BC00 = .rodata:0x0000BC00; // type:object size:0x10
lbl_1_rodata_BC10 = .rodata:0x0000BC10; // type:object size:0x8 data:string
lbl_1_rodata_BC18 = .rodata:0x0000BC18; // type:object size:0xC
lbl_1_rodata_BC24 = .rodata:0x0000BC24; // type:object size:0x8
lbl_1_rodata_BC2C = .rodata:0x0000BC2C; // type:object size:0x18
lbl_1_rodata_BC44 = .rodata:0x0000BC44; // type:object size:0x18
lbl_1_rodata_BC5C = .rodata:0x0000BC5C; // type:object size:0x14
lbl_1_rodata_BC70 = .rodata:0x0000BC70; // type:object size:0x14
lbl_1_rodata_BC84 = .rodata:0x0000BC84; // type:object size:0x4 data:string
lbl_1_rodata_BC88 = .rodata:0x0000BC88; // type:object size:0x10
lbl_1_rodata_BC98 = .rodata:0x0000BC98; // type:object size:0xC
lbl_1_rodata_BCA4 = .rodata:0x0000BCA4; // type:object size:0xC
lbl_1_rodata_BCB0 = .rodata:0x0000BCB0; // type:object size:0x14 data:string
lbl_1_rodata_BCC4 = .rodata:0x0000BCC4; // type:object size:0x14
lbl_1_rodata_BCD8 = .rodata:0x0000BCD8; // type:object size:0x4
lbl_1_rodata_BCDC = .rodata:0x0000BCDC; // type:object size:0x14
lbl_1_rodata_BCF0 = .rodata:0x0000BCF0; // type:object size:0x8
lbl_1_rodata_BCF8 = .rodata:0x0000BCF8; // type:object size:0x14
lbl_1_rodata_BD0C = .rodata:0x0000BD0C; // type:object size:0x18
lbl_1_rodata_BD24 = .rodata:0x0000BD24; // type:object size:0x14
lbl_1_rodata_BD38 = .rodata:0x0000BD38; // type:object size:0x14
lbl_1_rodata_BD4C = .rodata:0x0000BD4C; // type:object size:0xC
lbl_1_rodata_BD58 = .rodata:0x0000BD58; // type:object size:0xC
lbl_1_rodata_BD64 = .rodata:0x0000BD64; // type:object size:0x10
lbl_1_rodata_BD74 = .rodata:0x0000BD74; // type:object size:0xC
lbl_1_rodata_BD80 = .rodata:0x0000BD80; // type:object size:0x10
lbl_1_rodata_BD90 = .rodata:0x0000BD90; // type:object size:0x10
lbl_1_rodata_BDA0 = .rodata:0x0000BDA0; // type:object size:0x10
lbl_1_rodata_BDB0 = .rodata:0x0000BDB0; // type:object size:0x10
lbl_1_rodata_BDC0 = .rodata:0x0000BDC0; // type:object size:0x10
lbl_1_rodata_BDD0 = .rodata:0x0000BDD0; // type:object size:0x10
lbl_1_rodata_BDE0 = .rodata:0x0000BDE0; // type:object size:0x10
lbl_1_rodata_BDF0 = .rodata:0x0000BDF0; // type:object size:0x10
lbl_1_rodata_BE00 = .rodata:0x0000BE00; // type:object size:0x10 data:string
lbl_1_rodata_BE10 = .rodata:0x0000BE10; // type:object size:0x4 data:string
lbl_1_rodata_BE14 = .rodata:0x0000BE14; // type:object size:0x4 data:string
lbl_1_rodata_BE18 = .rodata:0x0000BE18; // type:object size:0x4
lbl_1_rodata_BE1C = .rodata:0x0000BE1C; // type:object size:0x18
lbl_1_rodata_BE34 = .rodata:0x0000BE34; // type:object size:0xC data:string
lbl_1_rodata_BE40 = .rodata:0x0000BE40; // type:object size:0xC data:string
lbl_1_rodata_BE4C = .rodata:0x0000BE4C; // type:object size:0xC data:string
lbl_1_rodata_BE58 = .rodata:0x0000BE58; // type:object size:0x10
lbl_1_rodata_BE68 = .rodata:0x0000BE68; // type:object size:0x10 data:string
lbl_1_rodata_BE78 = .rodata:0x0000BE78; // type:object size:0x4
lbl_1_rodata_BE7C = .rodata:0x0000BE7C; // type:object size:0xC
lbl_1_rodata_BE88 = .rodata:0x0000BE88; // type:object size:0x8 data:string
lbl_1_rodata_BE90 = .rodata:0x0000BE90; // type:object size:0x8 data:string
lbl_1_rodata_BE98 = .rodata:0x0000BE98; // type:object size:0x8
lbl_1_rodata_BEA0 = .rodata:0x0000BEA0; // type:object size:0x8 data:float
lbl_1_rodata_BEA8 = .rodata:0x0000BEA8; // type:object size:0x8 data:string
lbl_1_rodata_BEB0 = .rodata:0x0000BEB0; // type:object size:0x8 data:string
lbl_1_rodata_BEB8 = .rodata:0x0000BEB8; // type:object size:0x8 data:string
lbl_1_rodata_BEC0 = .rodata:0x0000BEC0; // type:object size:0x1C
lbl_1_rodata_BEDC = .rodata:0x0000BEDC; // type:object size:0x1C
lbl_1_rodata_BEF8 = .rodata:0x0000BEF8; // type:object size:0x8
lbl_1_rodata_BF00 = .rodata:0x0000BF00; // type:object size:0x10 data:string
lbl_1_rodata_BF10 = .rodata:0x0000BF10; // type:object size:0x14
lbl_1_rodata_BF24 = .rodata:0x0000BF24; // type:object size:0x14
lbl_1_rodata_BF38 = .rodata:0x0000BF38; // type:object size:0x14
lbl_1_rodata_BF4C = .rodata:0x0000BF4C; // type:object size:0x14
lbl_1_rodata_BF60 = .rodata:0x0000BF60; // type:object size:0x14
lbl_1_rodata_BF74 = .rodata:0x0000BF74; // type:object size:0x14
lbl_1_rodata_BF88 = .rodata:0x0000BF88; // type:object size:0xC
lbl_1_rodata_BF94 = .rodata:0x0000BF94; // type:object size:0x4
lbl_1_rodata_BF98 = .rodata:0x0000BF98; // type:object size:0xC
lbl_1_rodata_BFA4 = .rodata:0x0000BFA4; // type:object size:0xC
lbl_1_rodata_BFB0 = .rodata:0x0000BFB0; // type:object size:0x14 data:string
lbl_1_rodata_BFC4 = .rodata:0x0000BFC4; // type:object size:0x8
lbl_1_rodata_BFCC = .rodata:0x0000BFCC; // type:object size:0xC
lbl_1_rodata_BFD8 = .rodata:0x0000BFD8; // type:object size:0xC
lbl_1_rodata_BFE4 = .rodata:0x0000BFE4; // type:object size:0x10
lbl_1_rodata_BFF4 = .rodata:0x0000BFF4; // type:object size:0x10
lbl_1_rodata_C004 = .rodata:0x0000C004; // type:object size:0x10
lbl_1_rodata_C014 = .rodata:0x0000C014; // type:object size:0x10
lbl_1_rodata_C024 = .rodata:0x0000C024; // type:object size:0x10
lbl_1_rodata_C034 = .rodata:0x0000C034; // type:object size:0x10
lbl_1_rodata_C044 = .rodata:0x0000C044; // type:object size:0x10
lbl_1_rodata_C054 = .rodata:0x0000C054; // type:object size:0x10
lbl_1_rodata_C064 = .rodata:0x0000C064; // type:object size:0xC
lbl_1_rodata_C070 = .rodata:0x0000C070; // type:object size:0xC
lbl_1_rodata_C07C = .rodata:0x0000C07C; // type:object size:0x4 data:string
lbl_1_rodata_C080 = .rodata:0x0000C080; // type:object size:0xC
lbl_1_rodata_C08C = .rodata:0x0000C08C; // type:object size:0xC
lbl_1_rodata_C098 = .rodata:0x0000C098; // type:object size:0x4 data:string
lbl_1_rodata_C09C = .rodata:0x0000C09C; // type:object size:0x4 data:string
lbl_1_rodata_C0A0 = .rodata:0x0000C0A0; // type:object size:0x4 data:string
lbl_1_rodata_C0A4 = .rodata:0x0000C0A4; // type:object size:0xC
lbl_1_rodata_C0B0 = .rodata:0x0000C0B0; // type:object size:0xC
lbl_1_rodata_C0BC = .rodata:0x0000C0BC; // type:object size:0xC
lbl_1_rodata_C0C8 = .rodata:0x0000C0C8; // type:object size:0xC
lbl_1_rodata_C0D4 = .rodata:0x0000C0D4; // type:object size:0x14
lbl_1_rodata_C0E8 = .rodata:0x0000C0E8; // type:object size:0x10 data:string
lbl_1_rodata_C0F8 = .rodata:0x0000C0F8; // type:object size:0x4 data:string
lbl_1_rodata_C0FC = .rodata:0x0000C0FC; // type:object size:0x4 data:string
lbl_1_rodata_C100 = .rodata:0x0000C100; // type:object size:0x4
lbl_1_rodata_C104 = .rodata:0x0000C104; // type:object size:0xC data:string
lbl_1_rodata_C110 = .rodata:0x0000C110; // type:object size:0xC data:string
lbl_1_rodata_C11C = .rodata:0x0000C11C; // type:object size:0xC
lbl_1_rodata_C128 = .rodata:0x0000C128; // type:object size:0x10 data:string
lbl_1_rodata_C138 = .rodata:0x0000C138; // type:object size:0x4
lbl_1_rodata_C13C = .rodata:0x0000C13C; // type:object size:0x18
lbl_1_rodata_C154 = .rodata:0x0000C154; // type:object size:0xC data:string
lbl_1_rodata_C160 = .rodata:0x0000C160; // type:object size:0x8 data:string
lbl_1_rodata_C168 = .rodata:0x0000C168; // type:object size:0x8 data:string
lbl_1_rodata_C170 = .rodata:0x0000C170; // type:object size:0x8
lbl_1_rodata_C178 = .rodata:0x0000C178; // type:object size:0x8
lbl_1_rodata_C180 = .rodata:0x0000C180; // type:object size:0x8
lbl_1_rodata_C188 = .rodata:0x0000C188; // type:object size:0xC
lbl_1_rodata_C194 = .rodata:0x0000C194; // type:object size:0xC
lbl_1_rodata_C1A0 = .rodata:0x0000C1A0; // type:object size:0x8
lbl_1_rodata_C1A8 = .rodata:0x0000C1A8; // type:object size:0x8 data:string
lbl_1_rodata_C1B0 = .rodata:0x0000C1B0; // type:object size:0x8
lbl_1_rodata_C1B8 = .rodata:0x0000C1B8; // type:object size:0xC data:string
lbl_1_rodata_C1C4 = .rodata:0x0000C1C4; // type:object size:0xC data:string
lbl_1_rodata_C1D0 = .rodata:0x0000C1D0; // type:object size:0x8
lbl_1_rodata_C1D8 = .rodata:0x0000C1D8; // type:object size:0x8 data:string
lbl_1_rodata_C1E0 = .rodata:0x0000C1E0; // type:object size:0x10 data:string
lbl_1_rodata_C1F0 = .rodata:0x0000C1F0; // type:object size:0x4 data:string
lbl_1_rodata_C1F4 = .rodata:0x0000C1F4; // type:object size:0x4 data:string
lbl_1_rodata_C1F8 = .rodata:0x0000C1F8; // type:object size:0x8
lbl_1_rodata_C200 = .rodata:0x0000C200; // type:object size:0x8 data:string
lbl_1_rodata_C208 = .rodata:0x0000C208; // type:object size:0x10
lbl_1_rodata_C218 = .rodata:0x0000C218; // type:object size:0x8
lbl_1_rodata_C220 = .rodata:0x0000C220; // type:object size:0x8
lbl_1_rodata_C228 = .rodata:0x0000C228; // type:object size:0xC
lbl_1_rodata_C234 = .rodata:0x0000C234; // type:object size:0xC
lbl_1_rodata_C240 = .rodata:0x0000C240; // type:object size:0x8
lbl_1_rodata_C248 = .rodata:0x0000C248; // type:object size:0x8
